source_type,name,latitude,longitude,region,description,company_na,start_year,depth_to
Placename,Skjoldungeelv,80.3633332999999,-25.0,nan,"Large braided river draining from the Inland Ice northwards into Holbµk Bugt and the head of Danmark Fjord, eastern North Greenland. It was named by the 1955 Arkµologisk Ekspedition led by Eigil Knuth (Laursen 1972).",nan,,
Placename,Skjµrbosund,70.2833332999999,-23.0,nan,"A variation of Scoresby Sund, occasionally used by Norwegian hunters and sealers (e.g. Isachsen & Isachsen 1932).",nan,,
Placename,Skogulfjellet,73.1466666999999,-23.7716667,nan,"Mountain on SE Ymer ╪. So named on an NSIU map (1932a), possibly a derivation from the Norwegian word for a wood or forest.",nan,,
Placename,Skolma,73.3683333,-23.0666666999999,nan,"Stream on south Gauss Halv°, flowing in Agda Dal. So named on the 1932a NSIU map.",nan,,
Placename,Skorfjellet,74.1583332999999,-21.1416666999999,nan,"Mountain ridge on south Clavering ╪, running from the present Vesttinden to ╪sttinden. So named on the NSIU maps of Lacmann (1937) for the prominent gulleys (= skorn) cut by a series of streams. See also Skσrene.",nan,,
Placename,Skorfjellfonna,74.1833333,-21.17,nan,"Small ice cap on south Clavering ╪, the present Taggletscher. So named on the NSIU maps of Lacmann (1937) for its proximity to the Skorfjellet of Norwegian maps.",nan,,
Placename,Skorpa,72.6766666999999,-22.385,nan,"Narrow elongate island east of Nordenski÷ld ╪. Used on the NSIU maps of Lacmann (1937; Fig. 14), the name was adopted from a locality of the same name in the Troms district of Norway.",nan,,
Placename,Skottepasset,69.825,-23.6499999999999,nan,"Pass between the head of Trolddal and Steno Gletscher. Named by Malcolm Slesser's expedition in 1969, after the Scottish member of the expedition (this was Slesser himself).",nan,,
Placename,Skotsketinde,72.1266667,-24.7549999999999,nan,"Mounain 1775 m high on the west side of upper Bersµrkerbrµ, northern Stauning Alper.",nan,,
Placename,Skrubbfjellet,73.3933332999999,-22.12,nan,"Mountain ridge north of Sindalen in the south Giesecke Bjerge. So named on an NSIU map (1932a), and probably derived from the Norse word for wolf.",nan,,
Placename,Sveiva,74.155,-21.3216667,nan,"Stream on south Clavering ╪ adjacent to Svarva. Used only on NSIU maps (Lacmann 1937), the name derives from the Norwegian dialect word for a stream that curves. It appears on Danish maps to be a branch of Svarva.",nan,,
Placename,Svejstrup Bjerg,74.67,-21.2716667,nan,"Mountain on the south side of the mouth of Svejstrup Dal. Named by the 1948 Leeds University expedition led by W.R.B. Battle. (Svejstrups Bjerg, Svejstrups Mountain.)",nan,,
Placename,Svejstrup Dal,74.75,-21.3999999999999,nan,"Valley at the head of Lindemann Fjord between Th. Thomsen Land and A.P. Olsen Land. This was one of the names which first appeared on the 1932 edition of the Geodµtisk Institut 1:1 million scale map, which derives from Lauge Koch's aerial observations in",nan,,
Placename,Svejstrupdalshytten,74.665,-21.0516666999999,nan,"Danish hunting hut about 5 km up Svejstrup Dal, A.P. Olsen Land, built by Nanok in May 1947. (Svejstrup Dal Hytten.)",nan,,
Placename,Svendsby,74.6416667,-20.8249999999999,nan,"Norwegian hunting hut on the south side of Lindeman Fjord, immediately west of Lindeman Fjord Hytten. It was built in August 1932 by Sigurd T°llofsen's expedition, and has also been known as Stordalshytten.",nan,,
Placename,Svenskenµs,73.2366667,-26.3566667,nan,"Eastern cape of Frµnkel Land, where Isfjord meets Kejser Franz Joseph Fjord. Named by John Haller and Eduard Wenk following explorations during Lauge Koch's 1951 expedition.",nan,,
Placename,Svensnµs,74.1583332999999,-20.3083333,nan,"Cape on east Clavering ╪, north of Dahl Skµr. The name appears only on a sketch map in Gustav Thostrup's 1921 logbook (M°ller 1939).",nan,,
Placename,Sverdrupsnes,74.3499999999999,-19.1833333,nan,"Name apparently used by the 1908-09 FLOREN expedition for a cape north of Kap Borlase Warren, possibly the east flank of Clark Bjerg. It was presumably named after Otto Neumann Sverdrup [1854-1930], Norwegian commander of the FRAM during the drift across",nan,,
Placename,Sverresborg,72.8483332999999,-22.9466667,nan,"Norwegian hunting station on the south side of Geographical Society ╪, east of Tvµrdal, built by Arktisk Nµringsdrift in 1929. Named after Sverre S°rensen, who with S°ren Richter and Thor Halle constructed the station. Possibly also named after two castl",nan,,
Placename,Svingnµs,77.0266667,-20.3983333,nan,"Cape on the west side of southern Sµls°en where the lake makes a pronounced swing to the west. Named by the 1938-39 M°rkefjord expedition, probably as a result of the exploration journey made by Paul Gelting and Carlos Ziebell in June 1939.",nan,,
Placename,Svinhufvud Bjerge,72.4383332999999,-23.5866666999999,nan,"Mountain range on the SW side of Traill ╪ with summits between 1000 m and 1380 m high (Fig. 78). The name came into use during Lauge Koch's geological expeditions in the 1930s, and is attributed to Finnish geologists. It commemorates Pehr Evind Svinhufvu",nan,,
Placename,Svinta,74.14,-20.625,nan,"Small stream on SE Clavering ╪, the present Fossilelv. Used on the NSIU maps of Lacmann (1937), the name derives from the Norwegian dialect word for æfresh'.",nan,,
Placename,Swiss Peak,72.0383333,-24.4233332999999,nan,"Mountain 1769 m high NW of Skelpas, north Werner Bjerge. Bennet (1972) reports it was climbed by Gerold Styger in 1950, with the second ascent in 1958 by K. Bryan and Donald Bennet.",nan,,
Placename,Sydbjergene,70.0999999999999,-23.2983332999999,nan,"Descriptive name applied by some members of the 1924-25 Scoresbysund colonisation expedition to the mountain ranges on the south side of Scoresby Sund, corresponding approximately to the present Klinten (Bengtsson 1927).",nan,,
Placename,Sydbrµ,70.1066667,-26.3483333,nan,"Large glacier on the south side of Gσsefjord, which flows from south to north. Named by the 1891-92 Den ╪stgr°nlandske expedition led by Carl Ryder as Syd Brµ because it lay due south of their winter harbour on Danmark ╪. The AMS maps use Sydgletscher.",nan,,
Placename,Sydelv,72.4716667,-25.3799999999999,nan,River in the south half of Polhem Dal draining south into Forsblad Fjord. Named during the 1931-34 Treσrsekspeditionen by Ove Simonsen.,nan,,
Placename,Sydelv,77.0933332999999,-20.67,nan,"River on the north side of Sµls°en, notable for its very deep gorge. Named during the 1938-39 M°rkefjord expedition, probably by Paul Gelting and Alwin Pedersen.",nan,,
Placename,Sydfjorden,70.1666666999999,-27.25,nan,Name used for the present Gσsefjord in Ragnvald Knudsen's diaries of the 1891-92 Den ╪stgr°nlandske expedition to the Scoresby Sund region.,nan,,
Placename,Sydgavlen,77.9583333,-19.4416666999999,nan,"Island east of Hagen ╪, named by the 1938-39 M°rkefjord expedition which deposited depots here. It is the last large island in the row of islands south of Hammeren, and has a triangular south face resembling the gable of a temple. GGU's new topographic m",nan,,
Placename,Sydgletscher,71.9749999999999,-26.3999999999999,nan,"Glacier on the south side of the west end of Fures°, Nathorst Land. Named during the 1954-55 Lauge Koch expeditions by Hans Zweifel for its N-S trend.",nan,,
Placename,Sydhytten,73.4583333,-20.895,nan,"Danish hunting hut on the south side of Hold with Hope, west of Kap Broer Ruys. Built by Nanok in August 1945, the hut is also known as Kap Broer Ruys Syd.",nan,,
Placename,Sydh°jen,80.1583332999999,-22.4083332999999,nan,Peninsula on the north side of Centrums° with Inuit ruins (Fig. 24). Named during Operation Groundhog 1960.,nan,,
Placename,Tσrnfjeld,73.7333332999999,-26.5083333,nan,"Mountain 2163 m high in AndrΘe Land, SE of Fausts°en. A spectacular rock wall with conspicuous white granites, the name arose during mapping by John Haller and Erdhardt FrΣnkl during Lauge Koch's 1948-50 expeditions. (Taarnfjeld.)",nan,,
Placename,Tσrnfjeld,72.2383332999999,-24.6299999999999,nan,Mountain 2072 m high in the north Stauning Alper on the east side of Skjoldungebrµ. It was first climbed by a Norwegian group from the west in 1951 and named Taarnefjeld for the prominent rock tower near the summit. The name was subsequently adopted by J,nan,,
Placename,Tσrnfjeld Gletscher,72.2099999999999,-24.5949999999999,nan,"Glacier on the north side of Bersµrkerbrµ, north Stauning Alper. The name was apparently suggested by the Place Name Committee as a substitute for John Hunt's 1961 proposal, Caerleon Glacier.",nan,,
Placename,Tσrngletscher,72.1633333,-22.5183332999999,nan,"Glacier on SE Traill ╪, so named during Lauge Koch's 1956-58 expeditions by H.P. Heres.",nan,,
Placename,Udkiggen,73.2816667,-23.6299999999999,nan,"Mountain in eastern Gunnar Andersson Land, so named during the 1931-34 Treσrsekspeditionen by Th. Johansen because of the view. Lunckefjellet has also been used.",nan,,
Placename,Udkiggen,73.01,-27.7766667,nan,"Mountain 2300 m high in Goodenough Land, named by J.M. Wordie's 1929 Cambridge expedition as Outlook Peak. (Udkiggen Knolde.)",nan,,
Placename,Udkigsh°jen,76.9766666999999,-20.0216667,nan,"Low hill near the SE end of Sµls°en, rising from a flat plain and providing a relatively good view. Peter Hansen had seen a muskox herd from the summit in the autumn of 1906. (Udkigsh÷jen, Udsigtsh°j.)",nan,,
Placename,Udkigspasset,73.0133332999999,-27.7683332999999,nan,"Col on the north side of Udkiggen, Goodenough Land. Named by J.M. Wordie's 1929 Cambridge expedition as Outlook Col, because after a period of bad weather a magnificent panorama was revealed.",nan,,
Placename,Udsigtsryggen,73.8983333,-22.3283333,nan,Mountain ridge in east Hudson Land. So named by Wolf Maync and Andreas Vischer during the 1936-38 Two-year expedition because of the view (= udsigt).,nan,,
Placename,Ugla,73.5283333,-20.885,nan,"Small tributary of Glommen in SE Hold with Hope. So named on an NSIU map (1932a; Fig. 13), possibly for places of the same name in the Sogn & Fjordane or S°r-Tr°ndelag districts of Norway.",nan,,
Placename,Ugleelv,70.8666666999999,-22.7483332999999,nan,River NW of the head of Hurry Inlet. Named by Alfred Rosenkrantz during Lauge Koch's 1926-27 expeditions as Owl River or Ugle Elv for the snowy owl (= ugle).,nan,,
Placename,Ugleelv,74.4833332999999,-20.5133332999999,nan,Reference locality NE of Zackenberg Forskningsstation. The name has been used by visiting scientists.,nan,,
Placename,Ugleh°jene,73.5183332999999,-20.8366666999999,nan,"Mountain 429 m high in south Hold with Hope, named on an NSIU map in the form Uglehaugane (NSIU 1932a; Fig. 13), for the snowy owl (= ugle).",nan,,
Placename,Uglespids,71.9333333,-23.8416667,nan,"Mountain in the Werner Bjerge between the head of S°ndergletscher and ╪stre Gletscher, named by Peter Bearth and Eduard Wenk during Lauge Koch's 1953-54 expeditions. It was climbed by Bearth in 1953. The name was first published in the form Eulenspitze (",nan,,
Placename,Ugles°en,73.3133332999999,-25.0983333,nan,"Small lake on the south side of Noa Dal, Ymer ╪. The name originated during the 1931-34 Treσrsekspeditionen, and was approved at the suggestion of R. SpΣrck. (Ugles°.)",nan,,
Placename,Ugpik-Ravine,74.76,-20.3033332999999,nan,Ravine in south Kuhn ╪ on the west side of Payer Dal. Named during the 1936-38 Two-year expedition after the Greenlandic word for a snowy owl. A pair had been found nesting on the wall of the ravine (Maync 1947).,nan,,
Placename,Ujaajiddudalaajik,70.4583333,-21.9666667,nan,Name reported by the Scoresbysund newspaper in 1984 as used locally for the large rock known officially as Ujaatuk.,nan,,
Placename,Ujaajiddudalajiip qammavia,70.465,-21.9433332999999,nan,"Name reported by the Scoresbysund newspaper in 1984 as in use locally for Fox Havn, the bay on the east side of Rosenvinge Bugt officially known as Ujuattuttalerajiip Kangerterajiva.",nan,,
Placename,Ujaattuttalerajik,70.4633333,-21.9516667,nan,"Peninsula on the south coast of Ujuattuttalerajiip Kangerterajiva [Fox Havn]. One of the names recorded by the 1955 Geodµtisk Institut name registration, it translates as æit has rather large rocks'. The Scoresbysund newspaper recorded in 1984 the use of",nan,,
Placename,Ujaatuk,70.4583333,-21.9666667,nan,"Large rock in the water on the east coast of Rosenvinge Bugt south of Ujuattuttalerajiip Kangerterajiva [Fox Havn], southern Liverpool Land. Recorded by the 1955 Geodµtisk Institut name registration, the name means æthe big rock'. (Ujßituk.)",nan,,
Placename,Ujuaakajiip Kangertiva,70.4666667,-27.0,nan,"E-W-trending fjord between Milne Land and Gσseland. One of the names recorded by the 1955 Geodµtisk Institut name registration, it was named after the colony manager in Scoresbysund, Johan Petersen, known as UjuΓt. The name translates roughly as ælittle",nan,,
Placename,Ujuaakajiip Nunaa,70.5,-26.25,nan,"Island at the mouth of F°nfjord, off SE Milne Land. The name was recorded by the 1955 Geodµtisk Institut name registration, and is interpreted as ælittle Johan's Land'. It was named after Johan Petersen, colony manager in Scoresbysund, known to the Green",nan,,
Placename,Ujuaakajiip Nunaata Akia,70.3666666999999,-26.3,nan,"East cape of Gσseland, south of Danmark ╪. One of the names recorded by the 1955 Geodµtisk Institut name registration, it translates as æthe point across from little Johan's Land'. (UjuΓkajεp nunΓta akia.)",nan,,
Placename,Rigny Bjerg,69.0499999999999,-26.8166666999999,nan,"Prominent mountain 2783 m high west of the Blosseville Kyst (Fig. 73), named by Jules de Blosseville in 1833 as Mont Rigny. It was probably given for the French vice-admiral Henri-Marie-Daniel Gaultier, Count de Rigny [1782-1835] (J. L°ve personal commun",nan,,
Placename,Riis-Carstensens Dyb,75.6833333,-18.3666667,nan,"Offshore channel 400 m or more in depth between the south point of Store Koldewey and Shannon. Discovered by Eigil Riis-Carstensen [1892-1953], a Danish naval officer, when he was ice-pilot on the 1932 Gefion expedition. He was also a director of Nanok.",nan,,
Placename,Rimhytta,72.7183332999999,-26.175,nan,"Norwegian hunting hut built east of Kap Hedlund in September 1934 by Arktisk Nµringsdrift, also known as Kap Hedlund hytta. Ole Klotset gave the name when he found the hut covered in hoar-frost (= rim) in November 1934. It was replaced in 1964 by a Siriu",nan,,
Placename,Rimfaxebreen,74.3833333,-20.7216667,nan,"Glacier on NE Clavering ╪. So named on NSIU maps of Lacmann (1937), after Rimfaxe (or Rimfakse) of old Nordic mythology, a horse with frost (= rim) on its mane which follows night around the world dropping morning-dew from its bit.",nan,,
Placename,Ring°en,76.75,-20.6966667,nan,Island in the west part of Dove Bugt. So named by the 1938-39 M°rkefjord expedition for the ring-shaped lake in the centre of the island. Bonsachs ╪ and Dromedaren have also been used. (Ringe°en.),nan,,
Placename,Rink Mountains,71.5,-25.0,nan,"The name is found on maps of Lauge Koch's 1926-27 expeditions (Koch 1929a), and is described as a wild and jagged range of mountains. It evidently corresponded to the east flank of the Stauning Alper and the Werner Bjerge. The name appeared on a Geodµtis",nan,,
Placename,Risip Qaarusaa,70.655,-21.6083333,nan,"Peninsula on the east coast of south Liverpool Land. One of the names recorded by the 1955 Geodµtisk Institut name registration, it commemorates an occasion when Janus S°rensen's assistant Ris became so tired on a journey that he had to rest here before",nan,,
Placename,Ritoms°,73.8349999999999,-23.1666667,nan,"Elongate lake in central Hudson Land. Named by Heinrich Bⁿtler during the 1936-38 Two-year expedition after the Ritomsee, a large lake in the St. Gotthard region of Switzerland.",nan,,
Placename,Rivejernet,71.5799999999999,-25.7466666999999,nan,"Mountain 2200 m high to the east of Borgbjerg Gletscher on the north side of Nordvestfjord. The name originated from the 1931-34 Treσrsekspeditionen, and was approved at the suggestion of Ragnar SpΣrck. The name first appeared on the maps of Thorson (193",nan,,
Placename,Illoqqortoormiut,70.4849999999999,-21.965,nan,"The town of Scoresbysund, south Liverpool Land, founded in 1924. See also Scoresbysund. The Greenlandic name for the settlement began as Igtorqort⌠rmεt, which translates as æthose that live at the place with one large house', and refers to the early days",nan,,
Placename,Imeq,71.4249999999999,-25.1433332999999,nan,"Two large lakes in a valley to the north of Sydkap. Recorded by the 1955 Geodµtisk Institut name registration, the name means æfresh water'. One of the lakes has also been called Taseq, which means æthe lake'.",nan,,
Placename,Imiilaajiva,70.515,-22.0466666999999,nan,"Inner, north side of Hvalrosbugt, south Liverpool Land. Recorded by the 1955 Geodµtisk Institut name registration, the name translates roughly as æthe cove'. (ImεlΓjiva.)",nan,,
Placename,Imiilaajiva,70.4566667,-21.8216667,nan,"Inner bay of Hartz Vig, south Liverpool Land. Recorded by the 1955 Geodµtisk Institut name registration, the name can be translated as æthe bay with the narrow mouth', or æthe channel'. (ImεlΓjiva.)",nan,,
Placename,Imikaajik,70.4183333,-21.9766666999999,nan,"Name recorded in 1984 as used by inhabitants at Scoresbysund for Ravnekl°ft, which they also call Ravneskσret.",nan,,
Placename,Immaqa,74.025,-21.5333332999999,nan,"Ravine in NW Hold with Hope, on the north slope of Frebold Bjerg, through which River 9 flows. Named by Eigil Nielsen during the 1931-34 Treσrsekspeditionen as Immacradal, possibly after the Ella ╪ station boat IMARA, which was wrecked near Store Finsch",nan,,
Placename,Immikkeertikajik / Immikkeertaajik,70.8166666999999,-22.4883333,nan,Names used by Sandell & Sandell (1991) and Tuborg & Sandell (1999) in their description of Iniut ruins on the west side of the largest of the Fame ╪er. The names translate as æthe little island'.,nan,,
Placename,Immikkeertaa,71.6433332999999,-22.5,nan,"Island in the south part of Nathorst Fjord. One of the names recorded by the 1955 Geodµtisk Institut name registration, it means æthe island'. (IngmikΩrtΓ.)",nan,,
Placename,Immikkeertaa,71.545,-26.1866667,nan,"Island in Nordvestfjord east of Nordbugten. The name was recorded by the 1955 Geodµtisk Institut name registration and means æthe island', literally æthat which sits alone'. (IngmφkΩrtΓ.)",nan,,
Placename,Ilittiartik,71.605,-22.425,nan,"Low col between Nathorst Fjord and Carlsberg Fjord, probably identical with Itilleq. Recorded by the 1955 Geodµtisk Institut name registration, it means æthe little crossing place'. (Ilivtiartik.)",nan,,
Placename,Immikkeertaaji,71.2466667,-25.2433333,nan,"Two small islands in the centre of the mouth of Nordvestfjord. Recorded by the 1955 Geodµtisk Institut name registration, the name means æthe two islands'. (IngmφkΩrtΓje.)",nan,,
Placename,Immikkeertaata Kangertiva,71.5833333,-26.4533333,nan,"Bay on the north side of Nordvestfjord at the mouth of Frederiksdal. Recorded by the 1955 Geodµtisk Institut name registration, the name means æImmikkeertaa's bay', a reference to the nearby island Immikkeertaa [Mσgetuen]. (IngmφkΩrtΓta kangertiva.)",nan,,
Placename,Immikkeerterajii,72.3433332999999,-24.2899999999999,nan,"Island group on the south side of Kong Oscar Fjord, west of the mouth of Skeldal. Recorded by the 1955 Geodµtisk Institut name registration, the name means æthe islands'. (IngmφkΩrterajΩ.)",nan,,
Placename,Immikkeerterajik,70.4266666999999,-21.8599999999999,nan,"Small island off the coast of south Liverpool Land, NE of Kap Tobin. Recorded by the 1955 Geodµtisk Institut name registration, the name means æthe little island'. (IngmφkΩrterajik.)",nan,,
Placename,Immikkeerterajik,70.4316666999999,-21.7933333,nan,"Island in the mouth of Hartz Vig, SE Liverpool Land. Recorded by the 1955 Geodµtisk Institut name registration, the name means æthe little island'. In 1984 Scoresbysund's newspaper recorded the local spelling as Immikoordaajik.",nan,,
Placename,Immikkeerterajik Kitterpaaq,70.79,-22.4683333,nan,"Island south of the Fame ╪er group, the southernmost of the islands at the head of Hurry Inlet. Recorded during the 1955 Geodµtisk Institut name registration, the name translates as the æouter island'. (IngmφkΩrterajik kφterpΓq.)",nan,,
Placename,Immikkeerterajivit,69.9166666999999,-22.6666667,nan,"Small island NE of Steward ╪, north Blosseville Kyst. One of the names recorded by the 1955 Geodµtisk Institut name registration, it translates as æthe not very large island'. (IngmεkΩrterajivit.)",nan,,
Placename,Immikkeerterajivit Iliverta,69.9449999999999,-22.5883332999999,nan,"Cape on the northern Blosseville Kyst, SW of Kap Brewster. One of the names recorded by the 1955 Geodµtisk Institut name registration, it translates as æthe cape on the inner side of Immikkeerterajivit'. (IngmφkΩrterajivit iliverta.)",nan,,
Placename,Immikkeerterajivit Kangittiit,70.8333333,-22.51,nan,"Northernmost of the islands in the Fame ╪er group. One of the names recorded by the 1955 Geodµtisk Institut name registration, it translates as æthe inner island'. (IngmφkΩrterajivit kangigtεt.)",nan,,
Placename,Kap Canis Minor,80.555,-18.2199999999999,nan,"Cape on the north side of central Ingolf Fjord, where the fjord narrows and is bordered by steep cliffs. Named by John Haller following explorations during Lauge Koch's 1956-58 expeditions, after the constellation Canis Minor.",nan,,
Placename,Kap Carita,70.4833332999999,-28.25,nan,"Cape at the south entrance to Vestfjord, the present Renodde. The name was reported by Helge G. Backlund (in: Koch 1955) as used by members of his group during the 1931-34 Treσrsekspeditionen. Eklund (1944) also used this name in a report on mineralisati",nan,,
Placename,Kap Carl Ritter,76.1216667,-19.745,nan,"Cape on the east coast of Ad. S. Jensen Land. Named Cap Carl Ritter by the 1869-70 Die zweite deutsche Nordpolarfahrt, for Carl Ritter [1779-1859], an influential German geographer. Ritter was professor of geography at the University of Berlin and first",nan,,
Placename,Kap Christian,76.6083332999999,-18.5949999999999,nan,"South cape of Lille Koldewey, so named during the 1906-08 Danmark-Ekspeditionen by Christian Bendix Thostrup for his son Christian (Thostrup 2007).",nan,,
Placename,Kap Copeland,75.3333333,-18.9166667,nan,"NW cape of Shannon. Named Cap Copeland by the 1869-70 Die zweite deutsche Nordpolarfahrt, after Ralph Copeland [1837-1905], a surveyor on Koldewey's expedition and in part responsible for the astronomical section of the expedition narrative. In 1870 he w",nan,,
Placename,Kap Copeland hytten,75.2516667,-18.8233333,nan,"Danish hunting hut on the west coast of Shannon about 10 km south of Kap Copeland, built by Nanok in September 1948. It has also been known as Haraldsborg. (Copelandshytten.)",nan,,
Placename,Kap Curly Lillie,76.6583332999999,-18.51,nan,"South cape of the island Maroussia, south of Danmark Havn. So named by the 1906-08 Danmark-Ekspeditionen. Origin of name unknown.",nan,,
Placename,Kap Dalton,69.4116666999999,-24.0666666999999,nan,"Bold headland on the northern part of the Blosseville Kyst. It was named Cape Dalton by William Scoresby Jr. during his 1822 voyage after John Dalton [1766-1844]; a chemist and natural philosopher, Dalton was the first to describe colour blindness. (Kap",nan,,
Placename,Kap Daly,75.4533332999999,-21.4083332999999,nan,"Cape in the inner part of Ardencaple Fjord, between Bredefjord and Smallefjord (Fig. 51). It was named Cap Daly by the 1869-70 Die zweite deutsche Nordpolarfahrt, possibly after Charles Patrick Daly [1816-99], president of the American Geographical Socie",nan,,
Placename,Kap David Gray,74.9666667,-18.4433332999999,nan,"South cape of the island Shannon. Named Cap David Gray by the 1869-70 Die zweite deutsche Nordpolarfahrt for Captain David Gray [1829-96], who had corresponded with August Petermann on ice conditions off East Greenland in 1872. David Gray was one of the",nan,,
Placename,Kap David Grayhytten,74.9833332999999,-18.395,nan,"Danish hunting hut 2 km NE of Kap David Gray on the south coast of Shannon. It was built by ╪stgr°nlandske Fangstkompagni in 1923, and from 1929 used by Nanok. It was also known as Jµgerly. In 1930 the hut was rebuilt by J. van Hauen and A. Hvidberg, but",nan,,
Placename,Kap Desbrowe,74.6383332999999,-18.3299999999999,nan,"SE cape of Lille Pendulum. Named Cape Desbrowe by Douglas Clavering in 1823 at the request of Captain Edward Sabine, in honour of Edward Desbrowe, member of parliament for Windsor and vice-chamberlain to Queen Charlotte. Desbrowe had assisted Sabine's en",nan,,
Placename,Kap Desbrowe Hus,74.6116667,-18.3983333,nan,"Danish hunting hut on SE Sabine ╪, about 4 km SW of Kap Desbrowe, built in the summer of 1921 by ╪stgr°nlandske Fangstkompagni. It was later used by Norwegian hunters who called it Pendelbua. (Kap Desbrowe Hytten).",nan,,
Placename,Kap Drygalski,79.0016667,-19.1766666999999,nan,"North cape of the small unnamed island north of Achton Friis ╪ at the front of Zachariae Isstr°m. The cape was named by the 1906-08 Danmark-Ekspeditionen after Erich von Drygalski [1865-1949], a noted German geographer and geophysicist who led expedition",nan,,
Placename,Kap Dufva,72.67,-24.71,nan,"Cape in eastern Lyell Land. Named by the 1899 Swedish East Greenland expedition led by A.G. Nathorst after John Hilmar Dufva [b. 1864], a Stockholm businessman who guaranteed a sum of 2500 Swedish kronor for the expedition finances. A hunting hut thought",nan,,
Placename,Kap Dundee,69.7549999999999,-23.2166667,nan,"Cape on the west side of the mouth of Deichmann Fjord, northern Blosseville Kyst. Named by Malcolm Slesser during his 1969 expedition after the University of Dundee, to which one of the expedition members (Ian Smart) was affiliated. Dundee, the third cit",nan,,
Placename,Kap Ehrenberg,74.4449999999999,-21.7833332999999,nan,"Cape in eastern Payer Land where Rudi Bugt meets Tyrolerfjord. It was named Cap Ehrenberg by the 1869-70 Die zweite deutsche Nordpolarfahrt after Christian Gottfried Ehrenberg [1795-1876], who contributed one of the chapters of Koldewey's narrative. He w",nan,,
Placename,King Eider Fjell,72.51,-23.945,nan,"Name used by the 1974 Joint biological expedition for a hillside west of Karupelv, SW Traill ╪. Named after the King Eider.",nan,,
Placename,Kingofjeldet,74.7483332999999,-20.175,nan,"Mountain on SE Kuhn ╪. The name was proposed by the Place Name Committee in 1939, and commemorates Thomas Kingo [1634-1703], a Danish poet and bishop noted for his revised hymn book and more than 100 hymns.",nan,,
Placename,Kings Tinde,72.0833333,-25.2716667,nan,"Peak 2470 m high on the Sefstr÷m Gletscher - Gully Gletscher divide, overlooking Alpefjord. Climbed by the 1963 Cambridge expedition, and named after King's College, Cambridge (The King's College of Our Lady and St. Nicholas) founded in 1441. King's Coll",nan,,
Placename,Kirchenpauer Bugt,74.2416666999999,-20.3333333,nan,"Broad indentation of the NE coast of Clavering ╪ on the south side of Young Sund. Named by the 1869-70 Die zweite deutsche Nordpolarfahrt as Kirchenpauer Bai, after Gustav Heinrich Kirchenpauer [1808-87], businessman, politician and mayor of Hamburg in 1",nan,,
Placename,Kirkbrae,72.0066666999999,-25.0949999999999,nan,"Minor glacier on the NE side of Sefstr÷m Gletscher, Stauning Alper.",nan,,
Placename,Kirken,71.1166666999999,-21.8933332999999,nan,"Mountain 1209 m high north of Storefjord, Liverpool Land (Fig. 53). Named by William Scoresby Jr. in 1822 as Church Mount for its striking resemblance to a church. Scoresby describes it as having two vertical towers at the summit with gable-formed tops,",nan,,
Placename,Kirkeruden,73.5833333,-24.6299999999999,nan,"Feature in a cliff in south Strindberg Land, where a black rock with the shape of a church-window occurs in a light-coloured cliff. Named by Th. Johansen during the 1931-34 Treσrsekspeditionen.",nan,,
Placename,Kirkespiret,74.6866667,-18.5266667,nan,"Mountain 497 m high on Lille Pendulum. Named by the 1869-70 Die zweite deutsche Nordpolarfahrt as Kirchenspitze, because the rocky summit was reminiscent of a church spire. (Church Point.)",nan,,
Placename,Kirriemuir,71.6666666999999,-25.385,nan,"Mountain 2100 m high at the head of Jupiter Gletscher, south Stauning Alper. First climbed by James Clarkson's 1961 expedition, and named after the small Scottish town of the same name.",nan,,
Placename,Kirschdalen,72.5633332999999,-24.8866666999999,nan,nan,nan,,
Placename,Kisbjerg,74.2733333,-20.8583333,nan,"Mountain about 1369 m high on Clavering ╪. Named by Lauge Koch's 1929-30 expeditions as Mt. Kis, after a considerable outcrop of pyrite ore. (Kisfjellet, Kis Bjerg.)",nan,,
Placename,Kishmul Borg,72.0699999999999,-24.6583332999999,nan,"Mountain 2450 m high at the head of Kishmul Gletscher, north Stauning Alper. Named as Kishmulborg by the 1958 Scottish East Greenland expedition led by Malcolm Slesser, probably after the legendary 14th century pirate who plied his trade on the NE coast",nan,,
Placename,Kishmul Gletscher,72.0966667,-24.4733333,nan,"Glacier NE of Kishmul Borg, north Stauning Alper, that merges with Skelbrµ. Named Kishmul Glacier by the 1958 Scottish East Greenland expedition led by Malcolm Slesser, although in an early report of the expedition it had been called Glacier 21.",nan,,
Placename,Kista Dan Gletscher,69.95,-27.6,nan,Smaller of two large glaciers draining into Gσsefjord. Named by W. Stuart Watt during the 1967-72 GGU Scoresby Sund expeditions. The KISTA DAN (Fig. 54) was the first of a series of ice-strengthened polar expedition and cargo vessels built by the J. Laur,nan,,
Placename,Kista ╪,72.75,-22.9483333,nan,"Island in Vega Sund, between Traill ╪ and Geographical Society ╪. The name was proposed by S°kortarkivet in 1956-57 following surveying of the channel through Vega Sund as an alternative approach for ships en route to Mestersvig, and was given for the KI",nan,,
Placename,Kjelbotn,73.1099999999999,-23.0,nan,"Norwegian hunting station about 1 km north of Kap Humboldt on SE Ymer ╪, built by Arktisk Nµringsdrift in 1929. It was named after Olav Kjelbotn [1898-1966], a noted Norwegian cross-country skier, who hunted in the region from 1929 to 1931 and built the",nan,,
